"x";"y";"vx";"vy";"t"
-5.50657166666667;49.9120116666667;16.190132160184;-0.565371873206715;0
-5.50530333333333;49.9119366666667;16.0901926962448;-0.561881910223363;10
-5.49961333333333;49.9117;16.2900697179366;-0.568861769624559;64
-5.49833666666667;49.911635;16.2900697179366;-0.568861769624559;70
-5.49763833333333;49.9115983333333;16.2975166682259;-0.284474211612591;76
-5.49624166666667;49.9115366666667;16.2900697179366;-0.568861769624559;92
-5.43098166666667;49.909165;16.190132160184;-0.565371873206715;653
-5.42875166666667;49.9090683333333;16.2900697179366;-0.568861769624559;672
-5.426785;49.908995;16.0901926962448;-0.561881910223363;690
-5.42469666666667;49.9089116666667;16.190132160184;-0.565371873206715;706
-5.42330666666667;49.9088466666667;16.1975334243568;-0.282728997599122;722
-5.42122166666667;49.9087583333333;16.0901926962448;-0.561881910223363;738
-5.41134333333333;49.9083216666667;16.190132160184;-0.565371873206715;821
-5.41064333333333;49.9082966666667;16.2900697179366;-0.568861769624559;826
-5.41134333333333;49.9083216666667;16.190132160184;-0.565371873206715;835
-5.41064333333333;49.9082966666667;16.2900697179366;-0.568861769624559;841
-5.26811833333333;49.902385;15.9975631225023;-0.279238502996536;2067
-5.182995;49.8981816666667;15.8903137683663;-0.55490198425666;2808
-5.05349;49.891995;15.897577971575;-0.277493255695243;3936
-5.04868166666667;49.8917983333333;15.9975631225023;-0.279238502996536;3979
-5.039735;49.8914266666667;15.9975631225023;-0.279238502996536;4057
-5.01829;49.89056;15.897577971575;-0.277493255695243;4241
-5.01636;49.89049;15.897577971575;-0.277493255695243;4261
-5.01567666666667;49.8904716666667;15.9975631225023;-0.279238502996536;4267
-5.01486833333333;49.8904383333333;15.9975631225023;-0.279238502996536;4274
-5.01429166666667;49.8904166666667;15.9975631225023;-0.279238502996536;4279
-5.01016;49.8902433333333;15.9975631225023;-0.279238502996536;4315
-5.00947833333333;49.8902316666667;15.9975631225023;-0.279238502996536;4321
-5.00742333333333;49.8901333333333;15.9975631225023;-0.279238502996536;4341
-5.00536666666667;49.89006;15.9975631225023;-0.279238502996536;4357
-5.00456166666667;49.890025;15.9975631225023;-0.279238502996536;4364
-5.00399666666667;49.8899966666667;15.9975631225023;-0.279238502996536;4369
-5.00332;49.889965;15.897577971575;-0.277493255695243;4377
-5.00194;49.889915;15.897577971575;-0.277493255695243;4388
-5.00126;49.889885;15.897577971575;-0.277493255695243;4394
-4.99919666666667;49.8898033333333;15.9975631225023;-0.279238502996536;4411
-4.99851166666667;49.8897716666667;15.9975631225023;-0.279238502996536;4416
-4.99644833333333;49.8896916666667;15.8999996185303;9.73594181963862e-16;4435
-4.99508166666667;49.8896383333333;15.9975631225023;-0.279238502996536;4444
-4.99439833333333;49.88961;15.897577971575;-0.277493255695243;4453
-4.99234166666667;49.8895533333333;15.897577971575;-0.277493255695243;4472
-4.99165666666667;49.8895183333333;15.897577971575;-0.277493255695243;4479
-4.99028666666667;49.8894633333333;15.897577971575;-0.277493255695243;4485
-4.98960166666667;49.8894333333333;15.897577971575;-0.277493255695243;4496
-4.98753333333333;49.8893483333333;15.9975631225023;-0.279238502996536;4513
-4.98411;49.88921;15.9975631225023;-0.279238502996536;4543
-4.98136666666667;49.8891083333333;15.9975631225023;-0.279238502996536;4565
-4.97918833333333;49.88903;15.9975631225023;-0.279238502996536;4587
-4.97723666666667;49.8889516666667;15.9975631225023;-0.279238502996536;4607
-4.97585666666667;49.8888983333333;15.9975631225023;-0.279238502996536;4616
-4.974475;49.8888466666667;15.9975631225023;-0.279238502996536;4630
-4.97241333333333;49.888755;15.897577971575;-0.277493255695243;4644
-4.97036166666667;49.8886833333333;15.9975631225023;-0.279238502996536;4668
-4.96887333333333;49.8886266666667;15.9975631225023;-0.279238502996536;4675
-4.96830166666667;49.8886033333333;15.9975631225023;-0.279238502996536;4680
-4.96761333333333;49.8885783333333;15.9975631225023;-0.279238502996536;4688
-4.96555166666667;49.8885016666667;15.9975631225023;-0.279238502996536;4705
-4.96486166666667;49.8884766666667;15.9975631225023;-0.279238502996536;4710
-4.96336833333333;49.8884216666667;15.9975631225023;-0.279238502996536;4721
-4.96140666666667;49.888345;15.9975631225023;-0.279238502996536;4741
-4.96071666666667;49.8883216666667;15.9975631225023;-0.279238502996536;4747
-4.959225;49.8882583333333;15.9975631225023;-0.279238502996536;4761
-4.95795666666667;49.8882066666667;15.9975631225023;-0.279238502996536;4768
-4.957265;49.88818;15.9975631225023;-0.279238502996536;4775
-4.95507166666667;49.8880916666667;16.0975482734295;-0.280983750297829;4797
-4.95368833333333;49.88803;15.9975631225023;-0.279238502996536;4808
-4.95173666666667;49.887955;15.9975631225023;-0.279238502996536;4823
-4.95104833333333;49.8879333333333;15.9975631225023;-0.279238502996536;4833
-4.95035833333333;49.88791;16.0975482734295;-0.280983750297829;4839
-4.94967166666667;49.8878866666667;15.9975631225023;-0.279238502996536;4845
-4.94818;49.8878283333333;15.9975631225023;-0.279238502996536;4853
-4.94760166666667;49.887805;15.9975631225023;-0.279238502996536;4860
-4.94967166666667;49.8878866666667;15.9975631225023;-0.279238502996536;4868
-4.94621333333333;49.88775;16;9.79717439317883e-16;4875
-4.945405;49.8877266666667;15.9975631225023;-0.279238502996536;4881
-4.944835;49.8877066666667;15.9975631225023;-0.279238502996536;4888
-4.94344666666667;49.8876666666667;15.9975631225023;-0.279238502996536;4896
-4.942755;49.88764;15.9975631225023;-0.279238502996536;4902
-4.94194833333333;49.8876116666667;16.0975482734295;-0.280983750297829;4908
