,Latitude,Longitude,Label,Color
0,-6.823861350682284,47.23564604693689,1,yellow
1,-6.828797809614219,47.25016600081798,1,yellow
2,-6.821356669852063,47.241239296051276,1,yellow
3,-6.807098570773478,47.25779841674891,1,yellow
4,-6.495161902037629,47.60667888009415,1,yellow
5,-6.487345385871397,47.610222222428625,1,yellow
6,-6.4868350979334055,47.60884871260567,1,yellow
7,-6.4946754825093524,47.60698828702819,1,yellow
8,-6.486516707522404,47.607474568525646,1,yellow
9,-6.480795071991699,47.62167681524704,1,yellow
10,-6.475910142629246,47.6190612479534,1,yellow
11,-6.485029104403808,47.61842661353167,1,yellow
12,-6.489320514201698,47.611272764272314,1,yellow
13,-6.489776389573141,47.61525646424462,1,yellow
14,-6.488504289841909,47.62349505158305,1,yellow
15,-6.48078947176257,47.62614156666234,1,yellow
16,-6.483024773480026,47.612822500916955,1,yellow
17,-6.485416033136509,47.621111923102234,1,yellow
18,-6.482530547126614,47.636712062455814,1,yellow
19,-6.471863024166073,47.63497158186385,1,yellow
20,-6.47411283919661,47.62802821951234,1,yellow
21,-6.461965633030513,47.640318527904206,1,yellow
22,-6.475550069066318,47.636951022568546,1,yellow
23,-6.474756865137059,47.649923736211655,1,yellow
24,-6.476587648208927,47.63363465274805,1,yellow
25,-6.467054599310564,47.64074172591825,1,yellow
26,-6.464559397424441,47.645729494808016,1,yellow
27,-6.470412356303371,47.64532199398356,1,yellow
28,-6.472397807532732,47.642636345250736,1,yellow
29,-6.470026639492158,47.64838042453392,1,yellow
30,-6.452981980474826,47.642917076834074,1,yellow
31,-6.463412984122061,47.64961916808066,1,yellow
32,-6.474575450173166,47.63929235409202,1,yellow
33,-6.464813390503122,47.65474515916087,1,yellow
34,-6.466729335792231,47.651113809385315,1,yellow
35,-6.462025839319125,47.65281223341431,1,yellow
36,-6.45750598953097,47.66399167207151,1,yellow
37,-6.466818890422895,47.665338037203234,1,yellow
38,-6.460397147867132,47.66277384157103,1,yellow
39,-6.455690535955113,47.668490844813846,1,yellow
40,-6.4548778572346555,47.68592923100014,1,yellow
41,-6.458528245876542,47.672326106116905,1,yellow
42,-6.459219521055666,47.6760220001866,1,yellow
43,-6.453032112012558,47.669086955324225,1,yellow
44,-6.447868563363708,47.677951657810546,1,yellow
45,-6.45473945913214,47.681239492022435,1,yellow
46,-6.458124046019621,47.6669219187184,1,yellow
47,-6.454087437027861,47.67145281260473,1,yellow
48,-6.455583754905626,47.68553909293637,1,yellow
49,-6.455443470344163,47.67764401850723,1,yellow
