,Latitude,Longitude,Label,Color
0,-2.49112301243709,47.04003875434103,2,red
1,-2.469373854975425,47.05310194303118,2,red
2,-2.4395508505117953,47.070738093668204,1,yellow
3,-2.4486422986209035,47.0692894350072,1,yellow
4,-2.4264555038369,47.07355059368231,1,yellow
5,-2.4286004010146414,47.07307492702134,1,yellow
6,-2.4282166605060946,47.08840558572404,1,yellow
7,-2.4217796939470135,47.105529913254244,3,purple
8,-2.4202224384906526,47.10228589674819,3,purple
9,-2.4176770819629048,47.10210503840116,3,purple
10,-2.404534410314105,47.103837683232655,4,green
11,-2.4111359188069086,47.11346467760499,0,orange
12,-2.409200740415673,47.11503085459775,0,orange
13,-2.414100540261367,47.11475181515136,0,orange
14,-2.414180889020869,47.114555669152146,0,orange
15,-2.417525355837268,47.115101296517125,0,orange
16,-2.416809742697725,47.11809523724508,0,orange
17,-2.411990139478027,47.11757944025238,0,orange
18,-2.4196925594102257,47.11404100313039,0,orange
19,-2.4161123519707877,47.111531896380136,0,orange
20,-2.41847003091799,47.11819218086084,0,orange
21,-2.419901109989843,47.113648094012106,0,orange
22,-2.437033802576463,47.11851093590892,3,purple
23,-2.415332232095343,47.11706440251909,0,orange
24,-2.4161856298494504,47.116476497806715,0,orange
25,-2.427307370394142,47.11331185770859,3,purple
26,-2.4191064212246967,47.11219665716608,0,orange
27,-2.42266998373996,47.10916149226636,3,purple
28,-2.41261310095524,47.11502470450538,0,orange
29,-2.418978633561058,47.11816837390377,0,orange
30,-2.413813460504764,47.11762037970966,0,orange
31,-2.416265691978634,47.11251656866736,0,orange
32,-2.4144326320328147,47.113296744639314,0,orange
33,-2.3883384894795254,47.116602597415735,4,green
