"x";"y";"vx";"vy";"t"
-5.916;48.3746666666667;5.91694821859341;16.2566816226676;0
-5.89016666666667;48.4083333333333;8.16880501338531;15.3632877789276;489
-5.88233333333333;48.417;7.89943452228448;15.5035131809856;583
-5.8745;48.4258333333333;7.03654361489591;15.8043357202371;722
-5.8725;48.4281666666667;8.12185767801753;15.2749926828239;779
-5.86316666666667;48.439;8.0749112380957;15.1866992708091;921
-5.84833333333333;48.457;8.16880501338531;15.3632877789276;1163
-5.83966666666667;48.4668333333333;8.29024469115256;14.9559973257246;1300
-5.83116666666667;48.4763333333333;7.53998405922277;15.4592582820711;1463
-5.82316666666667;48.4853333333333;6.99587057121919;15.7129825684326;1619
-5.81483333333333;48.4948333333333;7.22677243698203;15.4978635040557;1712
-5.8075;48.5033333333333;7.67243927241471;15.0580099188914;1877
-5.80016666666667;48.5115;8.02796390272792;15.0984041747054;1966
-5.79016666666667;48.5225;8.80715127743336;14.6575611689895;2139
-5.7825;48.5303333333333;7.49614677731855;15.3693785345785;2236
-5.77483333333333;48.5385;8.33872583811738;15.0434596300795;2365
-5.76666666666667;48.547;8.14480125025808;14.69361041266;2488
-5.75716666666667;48.5571666666667;7.58164169201769;14.8798096337298;2658
-5.74783333333333;48.5668333333333;8.5;14.7224318643355;2800
-5.7395;48.5758333333333;7.58164169201769;14.8798096337298;2964
-5.7295;48.5876666666667;6.60335592241663;15.5565316722015;3117
-5.72183333333333;48.5968333333333;6.44323369255584;15.9475630059339;3259
-5.71416666666667;48.6058333333333;7.80863694188747;15.325312895824;3360
-5.707;48.6145;6.3683120880705;15.7621255276354;3485
-5.69916666666667;48.6241666666667;6.64242918431765;15.6485825086915;3671
-5.69233333333333;48.6328333333333;6.9551967517539;15.6216276741784;3770
-5.68216666666667;48.6453333333333;6.33085128582784;15.6694067884861;3972
-5.6755;48.6536666666667;6.87384911282331;15.43891788567;4077
-5.66733333333333;48.6628333333333;6.25593039584788;15.4839710786505;4199
-5.66033333333333;48.6715;6.25593039584788;15.4839710786505;4321
-5.6595;48.6726666666667;6.21846959360521;15.3912523395012;4344
-5.6525;48.6818333333333;5.98474503081956;15.5907938347686;4485
-5.64416666666667;48.6926666666667;7.23312392201978;14.8301017639363;4699
-5.63716666666667;48.7013333333333;7.05772529350183;15.13534073497;4752
-5.63033333333333;48.7098333333333;6.18100879136255;15.298533600352;4898
-5.6235;48.7186666666667;6.60335592241663;15.5565316722015;5019
-5.61716666666667;48.7268333333333;6.33085128582784;15.6694067884861;5165
-5.61016666666667;48.7355;6.68150244621868;15.7406333451815;5259
-5.6035;48.7443333333333;7.76323771872988;15.2362119035131;5417
-5.59583333333333;48.7533333333333;7.05772529350183;15.13534073497;5550
-5.58883333333333;48.7613333333333;11.1847728448632;11.9942004275651;5629
-5.57483333333333;48.767;14.5186874721549;8.04783988102939;5819
-5.56133333333333;48.7711666666667;14.509000185601;9.42225489023336;5919
-5.54833333333333;48.7763333333333;15.1554445662277;8.75;6063
-5.53383333333333;48.7816666666667;15.0861448193406;9.06467031488839;6189
-5.52033333333333;48.7868333333333;15.000427762287;9.01316631092595;6285
-5.50666666666667;48.7918333333333;15.0104519489781;9.37957138122404;6439
-5.49383333333333;48.7966666666667;14.2594468804522;9.61811836632717;6531
-5.4805;48.8016666666667;15.000427762287;9.01316631092595;6669
-5.46716666666667;48.8066666666667;14.8956376058173;8.60000038146973;6829
-5.4515;48.8126666666667;14.9822388247458;8.64999961853028;6933
-5.4375;48.8176666666667;14.3412670317942;9.31332770652027;7072
-5.42216666666667;48.8235;13.8449280941747;9.3385219145918;7237
-5.409;48.8285;14.4626249039251;8.35000038146973;7399
-5.3915;48.8348333333333;14.5864279008999;9.11461174910744;7514
-5.3765;48.8401666666667;14.4168176346592;9.00862749196448;7705
-5.36383333333333;48.8446666666667;13.9278305864192;9.39444035167822;7781
-5.351;48.8496666666667;14.0896649016283;9.14993537272585;7919
-5.34916666666667;48.8503333333333;14.0057991245434;9.09547230027756;7939
-5.33683333333333;48.8548333333333;14.0107346599275;9.45035985534046;8044
-5.32383333333333;48.8596666666667;14.0775987197013;8.79665998841936;8198
-5.31133333333333;48.864;14.3412670317942;9.31332770652027;8328
-5.2985;48.869;14.6575611689895;8.80715127743336;8430
-5.286;48.8735;14.1765428069439;9.56219886266493;8587
-5.27233333333333;48.8786666666667;14.1432604615849;8.4981282360159;8666
-5.2595;48.8833333333333;14.0107346599275;9.45035985534046;8824
-5.24733333333333;48.8881666666667;14.4312251678;7.99935873406456;8919
-5.23416666666667;48.893;13.9278305864192;9.39444035167822;9092
-5.21983333333333;48.8983333333333;13.9718263474777;8.39512022809102;9186
-5.20333333333333;48.9045;14.2573996550722;9.25886359525546;9352
-5.19;48.9093333333333;14.2573996550722;9.25886359525546;9483
-5.17716666666667;48.9141666666667;14.1624038528217;8.84965211699084;9610
-5.16483333333333;48.9186666666667;14.4004099978287;8.65263926554605;9733
-5.15133333333333;48.9236666666667;13.3487804071866;9.69845666282581;9850
-5.1385;48.9283333333333;14.2472073684186;8.90264323482153;9990
-5.12533333333333;48.9331666666667;14.3412670317942;9.31332770652027;10118
-5.11266666666667;48.9383333333333;14.5718441119359;8.75564727347092;10227
-5.0985;48.9435;14.9218139824981;7.93406923199237;10389
-5.0755;48.952;14.5492261228536;8.39999961853028;10629
-5.06283333333333;48.9566666666667;13.8436692360023;9.69344155553063;10758
-5.04616666666667;48.963;13.7617537190916;9.63608369309348;10896
-5.03283333333333;48.9681666666667;13.8231833203404;8.63768360270493;11009
-5.01933333333333;48.9726666666667;14.7452254743796;7.84017545670276;11187
-4.9905;48.9818333333333;14.8798096337298;7.5816416920177;11487
-4.974;48.9868333333333;14.656930378276;7.79322812133498;11577
-4.95966666666667;48.9915;14.8798096337298;7.5816416920177;11775
-4.941;48.9975;14.314694575692;8.60113624394078;11927
-4.92083333333333;49.004;14.69361041266;8.14480125025808;12073
-4.9055;49.0093333333333;13.5025964638488;8.76868867150524;12229
-4.869;49.0225;13.597924247679;9.52136906222941;12609
-4.84966666666667;49.0298333333333;14.1432604615849;8.4981282360159;12800
-4.83083333333333;49.0366666666667;13.6791199471582;9.22668290726732;12977
