,Latitude,Longitude,Label,Color
0,-5.9440087581577075,48.400694484117736,1,yellow
1,-5.944906924913539,48.40524971655169,1,yellow
2,-5.942707901186913,48.41436260370653,1,yellow
3,-5.926304268071728,48.40669841494793,1,yellow
4,-5.933284138163962,48.42053601675201,1,yellow
5,-5.929890825506123,48.442922749325234,1,yellow
6,-5.923079035054536,48.44399829239914,1,yellow
7,-5.941857898691109,48.441329345991655,1,yellow
8,-5.921728912997499,48.43890639767274,1,yellow
9,-5.922591152371673,48.460641806560595,1,yellow
10,-5.914561902698021,48.45845968456565,1,yellow
11,-5.9069810486902,48.45918692359251,1,yellow
12,-5.907206527640865,48.47230969741738,1,yellow
13,-5.90545626377959,48.463543071860585,1,yellow
14,-5.905520532323174,48.46900055720112,1,yellow
15,-5.900881511006183,48.46378873552744,1,yellow
16,-5.898980394958612,48.47118382438465,1,yellow
17,-5.894247277346919,48.482143494324866,1,yellow
18,-5.891771698347293,48.480936023160744,1,yellow
19,-5.888097663306615,48.4836648126886,1,yellow
20,-5.885411832046131,48.485017526955275,1,yellow
21,-5.879054879284468,48.48890756117378,1,yellow
22,-5.892898686160215,48.489123830610325,1,yellow
23,-5.88786044108906,48.49036197996012,1,yellow
24,-5.885080985904812,48.49462535338176,1,yellow
25,-5.887684019743739,48.48846844283931,1,yellow
26,-5.887519992365608,48.487893338685375,1,yellow
27,-5.887043470315789,48.49464632207783,1,yellow
28,-5.873616402445847,48.49758806356715,1,yellow
29,-5.873460945695351,48.50201348980673,1,yellow
30,-5.877776907528788,48.504904586112715,1,yellow
31,-5.863362572539558,48.506336299179026,1,yellow
32,-5.871391245798165,48.506437723974976,1,yellow
33,-5.875712506181625,48.506948933006576,1,yellow
34,-5.8706853426464845,48.50801019357535,1,yellow
35,-5.869262085123905,48.511726729223355,1,yellow
36,-5.865889719550856,48.518569305534776,1,yellow
37,-5.864678594967466,48.51365678635035,1,yellow
38,-5.8610666820149415,48.51048036235351,1,yellow
39,-5.85834886214439,48.51563601343132,1,yellow
40,-5.862218238659541,48.51456458099563,1,yellow
41,-5.861181406081893,48.52080874012333,1,yellow
42,-5.861370843948491,48.51955918288113,1,yellow
43,-5.858352539756646,48.520145237722126,1,yellow
44,-5.860911378854724,48.526106847480435,1,yellow
45,-5.8557567742161,48.51446412592324,1,yellow
46,-5.855581667578566,48.52264530363546,1,yellow
47,-5.855779720108315,48.521076038548735,1,yellow
48,-5.86650021795463,48.51996587342062,1,yellow
49,-5.8554416218018135,48.52321543987417,1,yellow
50,-5.854209538474849,48.52036358098461,1,yellow
51,-5.849306302510353,48.533797980537585,1,yellow
52,-5.856241462119548,48.53056269362203,1,yellow
53,-5.8516870180209875,48.52709396561216,1,yellow
54,-5.857604032613074,48.53249219271425,1,yellow
55,-5.86533785479145,48.52793299975515,1,yellow
56,-5.852453979496197,48.52984626793278,1,yellow
57,-5.846192483234243,48.52395619089869,1,yellow
58,-5.848995571480194,48.52972543518962,1,yellow
59,-5.852278625276871,48.523910890484544,1,yellow
60,-5.839983088746652,48.536803606765275,1,yellow
61,-5.850429096684522,48.533631162823895,1,yellow
62,-5.850113258931484,48.53070202291643,1,yellow
63,-5.841681580625632,48.533761755375664,1,yellow
64,-5.84817105665076,48.53537837709572,1,yellow
65,-5.841341929815647,48.535879727394544,1,yellow
66,-5.845666687766055,48.539555327551575,1,yellow
67,-5.850657745719313,48.53745622998988,1,yellow
68,-5.843578407803487,48.53801122822679,1,yellow
69,-5.841524631023817,48.52421968979748,1,yellow
70,-5.847432403643328,48.54391445727224,1,yellow
71,-5.841816278389022,48.528402895358326,1,yellow
72,-5.846269431879171,48.539085608267754,1,yellow
73,-5.839492001328923,48.53695357773488,1,yellow
74,-5.8393817820226435,48.53961907834021,1,yellow
75,-5.840677359451771,48.53945429952627,1,yellow
76,-5.835140108168657,48.5486263278836,1,yellow
77,-5.843557742102894,48.545375268586916,1,yellow
78,-5.837094219561846,48.53943407186032,1,yellow
79,-5.844348191583846,48.53723024525303,1,yellow
80,-5.839854785004915,48.544006622954555,1,yellow
81,-5.840144426601301,48.549700109063785,1,yellow
82,-5.841841908018733,48.542988704497006,1,yellow
83,-5.8318812333193,48.5511259912069,1,yellow
84,-5.836395103263814,48.54922762542612,1,yellow
85,-5.8310513864288795,48.54704016710556,1,yellow
86,-5.832951021667444,48.5502200638162,1,yellow
87,-5.825417805674419,48.54943840743181,1,yellow
88,-5.835447955864092,48.55168012861428,1,yellow
89,-5.8314207607581405,48.55327728125731,1,yellow
90,-5.835164334286644,48.55427286337858,1,yellow
91,-5.829595764426091,48.54809506534928,1,yellow
92,-5.829146378692932,48.547701162965666,1,yellow
93,-5.825518026615568,48.5537997509784,1,yellow
94,-5.824797048471228,48.557210711417824,1,yellow
95,-5.822207676358837,48.55266578678009,1,yellow
96,-5.82415822753256,48.553790189034316,1,yellow
97,-5.835273044968094,48.55229432026123,1,yellow
98,-5.828345833623706,48.550774073540936,1,yellow
99,-5.827010632412416,48.55527757089136,1,yellow
100,-5.819284869343899,48.55371121872953,1,yellow
101,-5.82360364538544,48.55802655367223,1,yellow
102,-5.823425373425477,48.56059778445673,1,yellow
103,-5.826229658492878,48.56033856145934,1,yellow
104,-5.823226505366931,48.561065470387796,1,yellow
105,-5.815431852943215,48.56177211462055,1,yellow
106,-5.819233271369274,48.5650296406988,1,yellow
107,-5.817638750914375,48.56079264091041,1,yellow
108,-5.81774205315366,48.5662546206414,1,yellow
109,-5.822543432452851,48.57001283902113,1,yellow
110,-5.820321332734987,48.56531763120554,1,yellow
111,-5.817464737284373,48.56058896685514,1,yellow
112,-5.818766701330641,48.568552243470634,1,yellow
113,-5.819799852870698,48.56466820567497,1,yellow
114,-5.813433407856528,48.5626627744585,1,yellow
115,-5.816795253418735,48.57795192482855,1,yellow
116,-5.820051626835067,48.569241782466825,1,yellow
117,-5.8203458894498405,48.568801424775295,1,yellow
118,-5.819183375044813,48.56875845612865,1,yellow
119,-5.8226862177287915,48.571116843194766,1,yellow
120,-5.824244197831369,48.570810862824516,1,yellow
121,-5.815078572888539,48.57249441481501,1,yellow
122,-5.807901610098811,48.56678974836636,1,yellow
123,-5.817494724388169,48.571883224695554,1,yellow
124,-5.812529031734954,48.5715328489228,1,yellow
125,-5.814449796375651,48.570094857063495,1,yellow
