,Latitude,Longitude,Label,Color
0,-6.8195895413155,47.24335845072717,4,green
1,-6.821140870039797,47.2517694748721,4,green
2,-6.812486888544273,47.25038757266969,4,green
3,-6.816118209357496,47.238164042997475,4,green
4,-6.79443991047218,47.26016846356426,4,green
5,-6.805068193912333,47.257342817694415,4,green
6,-6.813799779225856,47.25610036535411,4,green
7,-6.804090613952671,47.265595040452325,4,green
8,-6.477160942869613,47.679048282018165,4,green
9,-6.4700488443428625,47.68428823920904,4,green
10,-6.475447694406529,47.683652677573924,4,green
11,-6.469736219190364,47.67522338224433,4,green
12,-6.469449358302863,47.68648466980773,4,green
13,-6.460642028713058,47.695973464651054,4,green
14,-6.458646815650716,47.69898813772061,4,green
15,-6.467755609931349,47.69449053881257,4,green
16,-6.454356367662372,47.69098231013678,4,green
17,-6.474964997209813,47.696578512738924,4,green
18,-6.4624760619007855,47.70604612189347,4,green
19,-6.455384919514408,47.69861769726125,4,green
20,-6.451732790432804,47.706111870697804,4,green
21,-6.465417960148286,47.70233042691616,4,green
22,-6.452769459221278,47.70088690133674,4,green
23,-6.452201793708606,47.7133050226494,4,green
24,-6.397579199549384,47.75686402474418,4,green
25,-6.41866789489947,47.756604821292946,4,green
26,-6.4069780733182276,47.76516860862287,4,green
27,-6.42178329834015,47.77167827223579,4,green
28,-6.400222876845076,47.77613429153745,4,green
29,-6.39875929658879,47.77475675646312,4,green
30,-6.40117951909242,47.78142496899164,4,green
31,-6.399893944441899,47.77622001213753,4,green
32,-6.393406057082244,47.78209862883313,4,green
33,-6.393227415919258,47.780191342737325,4,green
34,-6.395282157598501,47.792948693579994,4,green
35,-6.392605024612258,47.78426725516606,4,green
36,-6.3880289113070585,47.7869794518318,4,green
37,-6.380265607814854,47.80565924320585,4,green
38,-6.3984364063103465,47.807433538153035,4,green
39,-6.376586433584478,47.802753259777454,4,green
40,-6.373803166228599,47.801162258547784,4,green
41,-6.373458326900306,47.8103113817524,4,green
42,-6.372189545813477,47.81563573087311,4,green
43,-6.37670817295427,47.81195012783244,4,green
44,-6.352690675567295,47.823933392158516,4,green
45,-6.352323602165438,47.83220339561262,4,green
46,-6.348424050972108,47.832332938424706,4,green
47,-6.3561125597937735,47.83024016385518,4,green
48,-6.351985739848517,47.836998752146854,4,green
49,-6.347603643453272,47.83856557009184,4,green
50,-6.353599112966739,47.83523939284721,4,green
51,-6.353332332220667,47.83482574441705,4,green
52,-6.343632780705858,47.83237557397514,4,green
53,-6.338760015463206,47.85666005541979,4,green
54,-6.329069364551437,47.84045810386874,4,green
55,-6.341159129176626,47.85662790763281,4,green
56,-6.338865676875582,47.848773337866504,4,green
57,-6.3359099483483154,47.852394830209136,4,green
58,-6.342412420852678,47.85340797655446,4,green
59,-6.3302554220477925,47.848621208578734,4,green
60,-6.318128237292475,47.88013544504361,4,green
61,-6.323377283180459,47.88341239914789,4,green
62,-6.314394257393417,47.88710838987466,4,green
63,-6.309428036659619,47.88668007409699,4,green
64,-6.301377187320222,47.890086468665416,4,green
65,-6.315797536978798,47.89457852165942,4,green
66,-6.311698746781039,47.883520517787304,4,green
67,-6.305085058122933,47.89019925679571,4,green
68,-6.30027902005226,47.89462122251383,4,green
